date;close
16/06/06;8,2229
19/06/06;8,1714
20/06/06;8,21
21/06/06;8,2657
22/06/06;8,5114
23/06/06;8,4043
26/06/06;8,4271
27/06/06;8,2043
28/06/06;8,0029
29/06/06;8,4243
30/06/06;8,1814
03/07/06;8,2786
05/07/06;8,1431
06/07/06;7,9671
07/07/06;7,9143
10/07/06;7,8571
11/07/06;7,95
12/07/06;7,5657
13/07/06;7,4643
14/07/06;7,2386
17/07/06;7,4814
18/07/06;7,5571
19/07/06;7,7286
20/07/06;8,6429
21/07/06;8,6743
24/07/06;8,7743
25/07/06;8,8469
26/07/06;9,1243
27/07/06;9,0571
28/07/06;9,37
31/07/06;9,7086
01/08/06;9,5971
02/08/06;9,7371
03/08/06;9,9414
04/08/06;9,7571
07/08/06;9,6014
08/08/06;9,2543
09/08/06;9,0843
10/08/06;9,1529
11/08/06;9,0929
14/08/06;9,1343
15/08/06;9,4929
16/08/06;9,7114
17/08/06;9,6557
18/08/06;9,7014
21/08/06;9,5086
22/08/06;9,66
23/08/06;9,6157
24/08/06;9,6871
25/08/06;9,8214
28/08/06;9,5686
29/08/06;9,4971
30/08/06;9,5657
31/08/06;9,6929
01/09/06;9,7686
05/09/06;10,2114
06/09/06;10,0043
07/09/06;10,4
08/09/06;10,36
11/09/06;10,3571
12/09/06;10,3757
13/09/06;10,6
14/09/06;10,5957
15/09/06;10,5857
18/09/06;10,5557
19/09/06;10,5386
20/09/06;10,7514
21/09/06;10,6643
22/09/06;10,4286
25/09/06;10,8214
26/09/06;11,0871
27/09/06;10,9157
28/09/06;11,0014
29/09/06;10,9971
02/10/06;10,6943
03/10/06;10,5829
04/10/06;10,7686
05/10/06;10,69
06/10/06;10,6029
09/10/06;10,6614
10/10/06;10,5443
11/10/06;10,4614
12/10/06;10,7514
13/10/06;10,7171
16/10/06;10,7714
17/10/06;10,6129
18/10/06;10,6471
19/10/06;11,2843
20/10/06;11,4214
23/10/06;11,6371
24/10/06;11,5786
25/10/06;11,6686
26/10/06;11,7414
27/10/06;11,4871
30/10/06;11,4886
31/10/06;11,5829
01/11/06;11,3086
02/11/06;11,2829
03/11/06;11,1843
06/11/06;11,3871
07/11/06;11,5014
08/11/06;11,7786
09/11/06;11,9057
10/11/06;11,8743
13/11/06;12,05
14/11/06;12,1429
15/11/06;12,0071
16/11/06;12,23
17/11/06;12,2643
20/11/06;12,3529
21/11/06;12,6571
22/11/06;12,9014
24/11/06;13,09
27/11/06;12,7914
28/11/06;13,1157
29/11/06;13,1143
30/11/06;13,0943
01/12/06;13,0457
04/12/06;13,0171
05/12/06;13,0386
06/12/06;12,8329
07/12/06;12,4343
08/12/06;12,6086
11/12/06;12,6786
12/12/06;12,3057
13/12/06;12,7214
14/12/06;12,65
15/12/06;12,5314
18/12/06;12,21
19/12/06;12,33
20/12/06;12,1086
21/12/06;11,8429
22/12/06;11,7429
26/12/06;11,6443
27/12/06;11,6457
28/12/06;11,5529
29/12/06;12,12
03/01/07;11,9714
04/01/07;12,2371
05/01/07;12,15
08/01/07;12,21
09/01/07;13,2243
10/01/07;13,8571
11/01/07;13,6857
12/01/07;13,5171
16/01/07;13,8714
17/01/07;13,5643
18/01/07;12,7243
19/01/07;12,6429
22/01/07;12,3986
23/01/07;12,2429
24/01/07;12,3857
25/01/07;12,3214
26/01/07;12,1971
29/01/07;12,2771
30/01/07;12,2214
31/01/07;12,2471
01/02/07;12,1057
02/02/07;12,1071
05/02/07;11,9914
06/02/07;12,0214
07/02/07;12,3071
08/02/07;12,3114
09/02/07;11,8957
12/02/07;12,1257
13/02/07;12,1
14/02/07;12,1857
15/02/07;12,1729
16/02/07;12,1186
20/02/07;12,2714
21/02/07;12,7429
22/02/07;12,7871
23/02/07;12,7243
26/02/07;12,6643
27/02/07;11,99
28/02/07;12,0871
01/03/07;12,4371
02/03/07;12,2014
05/03/07;12,3314
06/03/07;12,5986
07/03/07;12,5314
08/03/07;12,5714
09/03/07;12,5671
12/03/07;12,8386
13/03/07;12,6286
14/03/07;12,8571
15/03/07;12,7957
16/03/07;12,7986
19/03/07;13,0186
20/03/07;13,0686
21/03/07;13,41
22/03/07;13,4229
23/03/07;13,36
26/03/07;13,6929
27/03/07;13,6371
28/03/07;13,32
29/03/07;13,3929
30/03/07;13,2729
02/04/07;13,3786
03/04/07;13,5
04/04/07;13,4671
05/04/07;13,5257
09/04/07;13,3786
10/04/07;13,4643
11/04/07;13,2271
12/04/07;13,17
13/04/07;12,8914
16/04/07;13,0614
17/04/07;12,9071
18/04/07;12,9143
19/04/07;12,8957
20/04/07;12,9957
23/04/07;13,3586
24/04/07;13,32
25/04/07;13,6211
26/04/07;14,12
27/04/07;14,2743
30/04/07;14,2571
01/05/07;14,21
02/05/07;14,3414
03/05/07;14,3429
04/05/07;14,4014
07/05/07;14,8457
08/05/07;15,0086
09/05/07;15,2686
10/05/07;15,3343
11/05/07;15,5343
14/05/07;15,6229
15/05/07;15,36
16/05/07;15,3343
17/05/07;15,6343
18/05/07;15,7171
21/05/07;15,9971
22/05/07;16,22
23/05/07;16,1271
24/05/07;15,8129
25/05/07;16,2314
29/05/07;16,3357
30/05/07;16,9671
31/05/07;17,313
01/06/07;16,9143
04/06/07;17,3329
05/06/07;17,5243
06/06/07;17,6629
07/06/07;17,7241
08/06/07;17,7843
11/06/07;17,17
12/06/07;17,1971
13/06/07;16,7857
14/06/07;16,9643
15/06/07;17,2143
18/06/07;17,87
19/06/07;17,6657
20/06/07;17,3643
21/06/07;17,7
22/06/07;17,5714
25/06/07;17,4771
26/06/07;17,0929
27/06/07;17,4129
28/06/07;17,2229
29/06/07;17,4343
02/07/07;17,3229
03/07/07;18,1671
05/07/07;18,9643
06/07/07;18,9
09/07/07;18,6186
10/07/07;18,9071
11/07/07;18,9129
12/07/07;19,1528
13/07/07;19,6757
16/07/07;19,7286
17/07/07;19,8443
18/07/07;19,7314
19/07/07;20
20/07/07;20,5357
23/07/07;20,5286
24/07/07;19,27
25/07/07;19,6086
26/07/07;20,8571
27/07/07;20,55
30/07/07;20,2043
31/07/07;18,8229
01/08/07;19,2857
02/08/07;19,4986
03/08/07;18,8357
06/08/07;19,3214
07/08/07;19,29
08/08/07;19,1443
09/08/07;18,0557
10/08/07;17,8571
13/08/07;18,2557
14/08/07;17,7186
15/08/07;17,1286
16/08/07;16,7214
17/08/07;17,4371
20/08/07;17,46
21/08/07;18,2243
22/08/07;18,93
23/08/07;18,7243
24/08/07;19,3286
27/08/07;18,8929
28/08/07;18,1171
29/08/07;19,1543
30/08/07;19,4643
31/08/07;19,7829
04/09/07;20,5943
05/09/07;19,5371
06/09/07;19,2871
07/09/07;18,8243
10/09/07;19,53
11/09/07;19,3557
12/09/07;19,55
13/09/07;19,6
14/09/07;19,83
17/09/07;19,7729
18/09/07;20,1314
19/09/07;20,11
20/09/07;20,0443
21/09/07;20,5929
24/09/07;21,1829
25/09/07;21,8829
26/09/07;21,8243
27/09/07;22,0714
28/09/07;21,9243
01/10/07;22,3341
02/10/07;22,6357
03/10/07;22,56
04/10/07;22,32
05/10/07;23,0643
08/10/07;23,9871
09/10/07;23,98
10/10/07;23,8271
11/10/07;23,1757
12/10/07;23,8934
15/10/07;23,8543
16/10/07;24,2257
17/10/07;24,6786
18/10/07;24,7857
19/10/07;24,3457
22/10/07;24,9086
23/10/07;26,5943
24/10/07;26,5614
25/10/07;26,1114
26/10/07;26,3857
29/10/07;26,4414
30/10/07;26,7143
31/10/07;27,1357
01/11/07;26,7771
02/11/07;26,8386
05/11/07;26,5971
06/11/07;27,3986
07/11/07;26,6143
08/11/07;25,0666
09/11/07;23,6243
12/11/07;21,9657
13/11/07;24,28
14/11/07;23,73
15/11/07;23,4714
16/11/07;23,77
19/11/07;23,4214
20/11/07;24,1214
21/11/07;24,0657
23/11/07;24,5057
26/11/07;24,6488
27/11/07;24,9728
28/11/07;25,7457
29/11/07;26,3271
30/11/07;26,0314
03/12/07;25,5514
04/12/07;25,6871
05/12/07;26,5
06/12/07;27,1361
07/12/07;27,7571
10/12/07;27,7443
11/12/07;26,9343
12/12/07;27,2657
13/12/07;27,4043
14/12/07;27,1986
17/12/07;26,3428
18/12/07;26,14
19/12/07;26,16
20/12/07;26,7443
21/12/07;27,7014
24/12/07;28,4
26/12/07;28,4214
27/12/07;28,3671
28/12/07;28,5471
31/12/07;28,2971
02/01/08;27,8343
03/01/08;27,8471
04/01/08;25,7214
07/01/08;25,3771
08/01/08;24,4643
09/01/08;25,6286
10/01/08;25,4314
11/01/08;24,67
14/01/08;25,54
15/01/08;24,1486
16/01/08;22,8057
17/01/08;22,9843
18/01/08;23,0514
22/01/08;22,2343
23/01/08;19,8674
24/01/08;19,3714
25/01/08;18,5729
28/01/08;18,5729
29/01/08;18,7914
30/01/08;18,8829
31/01/08;19,3371
01/02/08;19,1071
04/02/08;18,8071
05/02/08;18,48
06/02/08;17,4286
07/02/08;17,32
08/02/08;17,9257
11/02/08;18,4929
12/02/08;17,8371
13/02/08;18,4857
14/02/08;18,2086
15/02/08;17,8043
19/02/08;17,4543
20/02/08;17,6886
21/02/08;17,3629
22/02/08;17,0657
25/02/08;17,1057
26/02/08;17,0214
27/02/08;17,5657
28/02/08;18,5586
29/02/08;17,86
03/03/08;17,39
04/03/08;17,8029
05/03/08;17,7843
06/03/08;17,2757
07/03/08;17,4643
10/03/08;17,0986
11/03/08;18,1929
12/03/08;18,0043
13/03/08;18,2771
14/03/08;18,0871
17/03/08;18,1043
18/03/08;18,9743
19/03/08;18,5243
20/03/08;19,0386
24/03/08;19,9329
25/03/08;20,14
26/03/08;20,7229
27/03/08;20,0357
28/03/08;20,43
31/03/08;20,5
01/04/08;21,3614
02/04/08;21,07
03/04/08;21,6586
04/04/08;21,8686
07/04/08;22,27
08/04/08;21,8343
09/04/08;21,6343
10/04/08;22,0786
11/04/08;21,02
14/04/08;21,1114
15/04/08;21,1971
16/04/08;21,9571
17/04/08;22,07
18/04/08;23,0057
21/04/08;24,0228
22/04/08;22,8857
23/04/08;23,27
24/04/08;24,1343
25/04/08;24,2471
28/04/08;24,6057
29/04/08;25,0071
30/04/08;24,85
01/05/08;25,7143
02/05/08;25,8486
05/05/08;26,39
06/05/08;26,6657
07/05/08;26,0843
08/05/08;26,4371
09/05/08;26,2071
12/05/08;26,88
13/05/08;27,1371
14/05/08;26,6086
15/05/08;27,1043
16/05/08;26,8029
19/05/08;26,2286
20/05/08;26,5571
21/05/08;25,4557
22/05/08;25,2928
23/05/08;25,8814
27/05/08;26,6328
28/05/08;26,7157
29/05/08;26,67
30/05/08;26,9643
02/06/08;26,5857
03/06/08;26,4814
04/06/08;26,4557
05/06/08;27,0614
06/06/08;26,52
09/06/08;25,9443
10/06/08;26,52
11/06/08;25,83
12/06/08;24,7514
13/06/08;24,6243
16/06/08;25,2628
17/06/08;25,9186
18/06/08;25,5357
19/06/08;25,8428
20/06/08;25,0386
23/06/08;24,7371
24/06/08;24,75
25/06/08;25,3414
26/06/08;24,0371
27/06/08;24,2986
30/06/08;23,92
01/07/08;24,9543
02/07/08;24,0257
03/07/08;24,3028
07/07/08;25,0228
08/07/08;25,65
09/07/08;24,8928
10/07/08;25,2328
11/07/08;24,6543
14/07/08;24,84
15/07/08;24,2343
16/07/08;24,6871
17/07/08;24,5443
18/07/08;23,5929
21/07/08;23,7557
22/07/08;23,1457
23/07/08;23,7514
24/07/08;22,7186
25/07/08;23,16
28/07/08;22,0571
29/07/08;22,44
30/07/08;22,84
31/07/08;22,7071
01/08/08;22,38
04/08/08;21,89
05/08/08;22,9486
06/08/08;23,4557
07/08/08;23,3671
08/08/08;24,2214
11/08/08;24,7943
12/08/08;25,2471
13/08/08;25,6143
14/08/08;25,6171
15/08/08;25,1057
18/08/08;25,0557
19/08/08;24,79
20/08/08;25,12
21/08/08;24,8986
22/08/08;25,2557
25/08/08;24,65
26/08/08;24,8057
27/08/08;24,9528
28/08/08;24,82
29/08/08;24,2186
02/09/08;23,7414
03/09/08;23,8514
04/09/08;23,0314
05/09/08;22,8829
08/09/08;22,56
09/09/08;21,6686
10/09/08;21,6586
11/09/08;21,8071
12/09/08;21,2771
15/09/08;20,0514
16/09/08;19,9829
17/09/08;18,2614
18/09/08;19,1557
19/09/08;20,13
22/09/08;18,7214
23/09/08;18,12
24/09/08;18,3871
25/09/08;18,8471
26/09/08;18,32
29/09/08;15,0371
30/09/08;16,2371
01/10/08;15,5886
02/10/08;14,3
03/10/08;13,8671
06/10/08;14,02
07/10/08;12,7371
08/10/08;12,8271
09/10/08;12,6771
10/10/08;13,8286
13/10/08;15,7514
14/10/08;14,8686
15/10/08;13,9929
16/10/08;14,5557
17/10/08;13,9143
20/10/08;14,0629
21/10/08;13,07
22/10/08;13,8386
23/10/08;14,0329
24/10/08;13,7686
27/10/08;13,1557
28/10/08;14,2729
29/10/08;14,9357
30/10/08;15,8629
31/10/08;15,37
03/11/08;15,28
04/11/08;15,8557
05/11/08;14,7571
06/11/08;14,1571
07/11/08;14,0343
10/11/08;13,6971
11/11/08;13,5386
12/11/08;12,8743
13/11/08;13,7771
14/11/08;12,8914
17/11/08;12,5914
18/11/08;12,8443
19/11/08;12,3271
20/11/08;11,4986
21/11/08;11,7971
24/11/08;13,2786
25/11/08;12,9714
26/11/08;13,5714
28/11/08;13,2386
01/12/08;12,7043
02/12/08;13,21
03/12/08;13,7
04/12/08;13,0586
05/12/08;13,4286
08/12/08;14,2457
09/12/08;14,2943
10/12/08;14,03
11/12/08;13,5714
12/12/08;14,0386
15/12/08;13,5357
16/12/08;13,6329
17/12/08;12,7371
18/12/08;12,7757
19/12/08;12,8571
22/12/08;12,2486
23/12/08;12,34
24/12/08;12,1486
26/12/08;12,2586
29/12/08;12,3729
30/12/08;12,3271
31/12/08;12,1929
02/01/09;12,9643
05/01/09;13,5114
06/01/09;13,2886
07/01/09;13,0014
08/01/09;13,2429
09/01/09;12,94
12/01/09;12,6657
13/01/09;12,53
14/01/09;12,19
15/01/09;11,9114
16/01/09;11,7614
20/01/09;11,1714
21/01/09;11,8329
22/01/09;12,6229
23/01/09;12,6229
26/01/09;12,8057
27/01/09;12,9614
28/01/09;13,4571
29/01/09;13,2857
30/01/09;12,8757
02/02/09;13,0729
03/02/09;13,2829
04/02/09;13,3643
05/02/09;13,78
06/02/09;14,2457
09/02/09;14,6443
10/02/09;13,9757
11/02/09;13,8314
12/02/09;14,1814
13/02/09;14,1657
17/02/09;13,5043
18/02/09;13,4814
19/02/09;12,9486
20/02/09;13,0286
23/02/09;12,4214
24/02/09;12,8929
25/02/09;13,0229
26/02/09;12,7414
27/02/09;12,7586
02/03/09;12,5629
03/03/09;12,6243
04/03/09;13,0243
05/03/09;12,6914
06/03/09;12,1857
09/03/09;11,8729
10/03/09;12,6611
11/03/09;13,24
12/03/09;13,7643
13/03/09;13,7043
16/03/09;13,6314
17/03/09;14,2371
18/03/09;14,5029
19/03/09;14,5171
20/03/09;14,5129
23/03/09;15,38
24/03/09;15,2144
25/03/09;15,2129
26/03/09;15,6957
27/03/09;15,2643
30/03/09;14,9271
31/03/09;15,0171
01/04/09;15,5271
02/04/09;16,1014
03/04/09;16,57
06/04/09;16,9214
07/04/09;16,4286
08/04/09;16,6171
09/04/09;17,0814
13/04/09;17,1743
14/04/09;16,9014
15/04/09;16,8057
16/04/09;17,35
17/04/09;17,6314
20/04/09;17,2143
21/04/09;17,3943
22/04/09;17,3586
23/04/09;17,9143
24/04/09;17,7
27/04/09;17,8186
28/04/09;17,7003
29/04/09;17,8771
30/04/09;17,9757
01/05/09;18,1771
04/05/09;18,8671
05/05/09;18,9586
06/05/09;18,9286
07/05/09;18,4371
08/05/09;18,4557
11/05/09;18,51
12/05/09;17,7743
13/05/09;17,07
14/05/09;17,5643
15/05/09;17,4886
18/05/09;18,0929
19/05/09;18,2071
20/05/09;17,9814
21/05/09;17,74
22/05/09;17,5
26/05/09;18,6829
27/05/09;19,0071
28/05/09;19,2957
29/05/09;19,4014
01/06/09;19,9071
02/06/09;19,9271
03/06/09;20,1357
04/06/09;20,5343
05/06/09;20,6671
08/06/09;20,55
09/06/09;20,3886
10/06/09;20,0357
11/06/09;19,9929
12/06/09;19,5671
15/06/09;19,4414
16/06/09;19,4786
17/06/09;19,3686
18/06/09;19,4114
19/06/09;19,9257
22/06/09;19,6243
23/06/09;19,1443
24/06/09;19,46
25/06/09;19,98
26/06/09;20,3486
29/06/09;20,2814
30/06/09;20,3471
01/07/09;20,4043
02/07/09;20,0029
06/07/09;19,8014
07/07/09;19,3429
08/07/09;19,6029
09/07/09;19,48
10/07/09;19,7886
13/07/09;20,3343
14/07/09;20,3243
15/07/09;20,9829
16/07/09;21,0743
17/07/09;21,6786
20/07/09;21,8441
21/07/09;21,6443
22/07/09;22,3914
23/07/09;22,5457
24/07/09;22,8551
27/07/09;22,8714
28/07/09;22,8571
29/07/09;22,8614
30/07/09;23,2557
31/07/09;23,3414
03/08/09;23,7757
04/08/09;23,65
05/08/09;23,5871
06/08/09;23,4157
07/08/09;23,6443
10/08/09;23,5314
11/08/09;23,2614
12/08/09;23,6157
13/08/09;24,06
14/08/09;23,8257
17/08/09;22,7986
18/08/09;23,4286
19/08/09;23,5143
20/08/09;23,7614
21/08/09;24,1743
24/08/09;24,1514
25/08/09;24,2
26/08/09;23,9157
27/08/09;24,2071
28/08/09;24,2928
31/08/09;24,03
01/09/09;23,614
02/09/09;23,5971
03/09/09;23,7929
04/09/09;24,33
08/09/09;24,7043
09/09/09;24,4486
10/09/09;24,6514
11/09/09;24,5943
14/09/09;24,8171
15/09/09;25,0228
16/09/09;25,9814
17/09/09;26,3643
18/09/09;26,4314
21/09/09;26,2886
22/09/09;26,3543
23/09/09;26,5
24/09/09;26,26
25/09/09;26,0528
28/09/09;26,5931
29/09/09;26,4828
30/09/09;26,4786
01/10/09;25,8371
02/10/09;26,4143
05/10/09;26,5748
06/10/09;27,1443
07/10/09;27,1786
08/10/09;27,0386
09/10/09;27,21
12/10/09;27,2586
13/10/09;27,1457
14/10/09;27,3271
15/10/09;27,2228
16/10/09;26,8643
19/10/09;27,1228
20/10/09;28,3943
21/10/09;29,2743
22/10/09;29,3143
23/10/09;29,1343
26/10/09;28,9257
27/10/09;28,1957
28/10/09;27,4857
29/10/09;28,05
30/10/09;26,9286
02/11/09;27,0443
03/11/09;26,9643
04/11/09;27,2586
05/11/09;27,7186
06/11/09;27,7628
09/11/09;28,78
10/11/09;28,9971
11/11/09;29,0357
12/11/09;28,8557
13/11/09;29,2071
16/11/09;29,5186
17/11/09;29,5714
18/11/09;29,4228
19/11/09;28,6443
20/11/09;28,56
23/11/09;29,4114
24/11/09;29,2057
25/11/09;29,17
27/11/09;28,6557
30/11/09;28,5586
01/12/09;28,1386
02/12/09;28,0328
03/12/09;28,0686
04/12/09;27,6171
07/12/09;26,9928
08/12/09;27,1243
09/12/09;28,2571
10/12/09;28,0614
11/12/09;27,81
14/12/09;28,14
15/12/09;27,7386
16/12/09;27,8614
17/12/09;27,4086
18/12/09;27,9186
21/12/09;28,3186
22/12/09;28,6228
23/12/09;28,8714
24/12/09;29,8628
28/12/09;30,23
29/12/09;29,8714
30/12/09;30,2343
31/12/09;30,1046
04/01/10;30,5728
05/01/10;30,6257
06/01/10;30,1386
07/01/10;30,0828
08/01/10;30,2828
11/01/10;30,0157
12/01/10;29,6743
13/01/10;30,0928
14/01/10;29,9186
15/01/10;29,4186
19/01/10;30,72
20/01/10;30,2464
21/01/10;29,7246
22/01/10;28,25
25/01/10;29,0107
26/01/10;29,42
27/01/10;29,6977
28/01/10;28,47
29/01/10;27,4376
01/02/10;27,8186
02/02/10;27,98
03/02/10;28,4614
04/02/10;27,4357
05/02/10;27,9228
08/02/10;27,7314
09/02/10;28,0271
10/02/10;27,8737
11/02/10;28,3814
12/02/10;28,6257
16/02/10;29,0571
17/02/10;28,9357
18/02/10;28,9897
19/02/10;28,81
22/02/10;28,6308
23/02/10;28,1513
24/02/10;28,6651
25/02/10;28,8571
26/02/10;29,2314
01/03/10;29,8557
02/03/10;29,8357
03/03/10;29,9043
04/03/10;30,1014
05/03/10;31,2786
08/03/10;31,2971
09/03/10;31,86
10/03/10;32,12
11/03/10;32,2143
12/03/10;32,3714
15/03/10;31,9771
16/03/10;32,0643
17/03/10;32,0171
18/03/10;32,0928
19/03/10;31,75
22/03/10;32,1071
23/03/10;32,6228
24/03/10;32,7671
25/03/10;32,3786
26/03/10;32,9857
29/03/10;33,1986
30/03/10;33,6921
31/03/10;33,5714
01/04/10;33,71
05/04/10;34,07
06/04/10;34,22
07/04/10;34,3714
08/04/10;34,2786
09/04/10;34,5414
12/04/10;34,6128
13/04/10;34,6328
14/04/10;35,0986
15/04/10;35,56
16/04/10;35,3428
19/04/10;35,2957
20/04/10;34,9414
21/04/10;37,0314
22/04/10;38,0671
23/04/10;38,69
26/04/10;38,5
27/04/10;37,4343
28/04/10;37,3714
29/04/10;38,3771
30/04/10;37,2986
03/05/10;38,05
04/05/10;36,9543
05/05/10;36,5693
06/05/10;35,1786
07/05/10;33,6943
10/05/10;36,2843
11/05/10;36,6457
12/05/10;37,4414
13/05/10;36,9086
14/05/10;36,26
17/05/10;36,3171
18/05/10;36,0514
19/05/10;35,4771
20/05/10;33,9657
21/05/10;34,6171
24/05/10;35,2514
25/05/10;35,0314
26/05/10;34,8727
27/05/10;36,1928
28/05/10;36,6971
01/06/10;37,2614
02/06/10;37,7071
03/06/10;37,5886
04/06/10;36,5664
07/06/10;35,8486
08/06/10;35,6186
09/06/10;34,7428
10/06/10;35,7871
11/06/10;36,2157
14/06/10;36,3257
15/06/10;37,0986
16/06/10;38,1786
17/06/10;38,8386
18/06/10;39,1534
21/06/10;38,5957
22/06/10;39,1214
23/06/10;38,71
24/06/10;38,4286
25/06/10;38,1
28/06/10;38,3286
29/06/10;36,5957
30/06/10;35,9328
01/07/10;35,4971
02/07/10;35,2771
06/07/10;35,5186
07/07/10;36,9521
08/07/10;36,87
09/07/10;37,0886
12/07/10;36,755
13/07/10;35,9711
14/07/10;36,1038
15/07/10;35,9214
16/07/10;35,7
19/07/10;35,0828
20/07/10;35,9843
21/07/10;36,32
22/07/10;37,0034
23/07/10;37,1343
26/07/10;37,04
27/07/10;37,7257
28/07/10;37,28
29/07/10;36,8728
30/07/10;36,75
02/08/10;37,4071
03/08/10;37,4186
04/08/10;37,5686
05/08/10;37,3857
06/08/10;37,1558
09/08/10;37,3928
10/08/10;37,0586
11/08/10;35,7414
12/08/10;35,97
13/08/10;35,5857
16/08/10;35,3771
17/08/10;35,9957
18/08/10;36,1528
19/08/10;35,6971
20/08/10;35,6628
23/08/10;35,1143
24/08/10;34,2757
25/08/10;34,6986
26/08/10;34,3257
27/08/10;34,5171
30/08/10;34,6428
31/08/10;34,7286
01/09/10;35,7614
02/09/10;36,0243
03/09/10;36,9671
07/09/10;36,83
08/09/10;37,56
09/09/10;37,5814
10/09/10;37,63
13/09/10;38,1486
14/09/10;38,2943
15/09/10;38,6028
16/09/10;39,51
17/09/10;39,3386
20/09/10;40,4614
21/09/10;40,5386
